,name,pop,lat,lon,
144,"Yukon-Koyukuk, Alaska",5547,65.7963587,-152.4239927,
145,"Apache, Arizona",71828,35.214632,-109.4786676,
146,"Cochise, Arizona",127448,31.8514532,-109.8181858,
147,"Coconino, Arizona",137682,35.9363252,-111.6948197,
148,"Gila, Arizona",53119,33.7517565,-110.8052705,
149,"Graham, Arizona",37957,32.8397096,-109.8685752,
150,"Greenlee, Arizona",9346,33.2312681,-109.2751297,
151,"La Paz, Arizona",20231,33.7923828,-114.0184443,
152,"Maricopa, Arizona",4087191,33.34883,-112.49123,
153,"Mohave, Arizona",203361,35.7218038,-113.8271174,
154,"Navajo, Arizona",108101,35.1819775,-110.3549451,
155,"Pima, Arizona",1004516,32.1112624,-111.6546163,
156,"Pinal, Arizona",401918,32.8085851,-111.4426212,
157,"Santa Cruz, Arizona",46695,31.5094579,-110.8476281,
158,"Yavapai, Arizona",218844,34.5668857,-112.5515965,
159,"Yuma, Arizona",203247,32.665167,-114.475904895,
160,"Arkansas, Arkansas",18594,34.2902454,-91.3598511,
161,"Ashley, Arkansas",20948,33.1742582,-91.7295595,
162,"Baxter, Arkansas",40857,36.2820691,-92.3445222,
163,"Benton, Arkansas",242321,36.3456186,-94.2670404,
164,"Boone, Arkansas",37196,36.2829183,-93.0784759,
165,"Bradley, Arkansas",11148,33.4494147,-92.16876,
166,"Calhoun, Arkansas",5202,33.5556787,-92.5143633,
167,"Carroll, Arkansas",27744,36.3386737,-93.5093048,
168,"Chicot, Arkansas",11180,33.2536665,-91.3026986,
169,"Clark, Arkansas",22576,34.0541966,-93.198963,
170,"Clay, Arkansas",15118,36.3609902,-90.4087659,
171,"Cleburne, Arkansas",25634,35.5298937,-92.0312818,
172,"Cleveland, Arkansas",8449,33.8847138,-92.1724506,
173,"Columbia, Arkansas",23933,33.1938586,-93.2344337,
174,"Conway, Arkansas",21083,35.0886963,-92.4421011,
175,"Craighead, Arkansas",102518,35.8348413,-90.6441144,
176,"Crawford, Arkansas",61697,35.5803044,-94.2684622,
177,"Crittenden, Arkansas",49548,35.2505701,-90.3192299,
178,"Cross, Arkansas",17227,35.3001216,-90.7750181,
179,"Dallas, Arkansas",7755,33.9630776,-92.6853662,
180,"Desha, Arkansas",12264,33.7740219,-91.3110517,
181,"Drew, Arkansas",18622,33.5716907,-91.7160969,
182,"Faulkner, Arkansas",120768,35.1470851,-92.3219053,
183,"Franklin, Arkansas",17805,35.5110075,-93.8864847,
184,"Fulton, Arkansas",12125,36.3783981,-91.8110982,
185,"Garland, Arkansas",97322,34.5488944,-93.1838539,
186,"Grant, Arkansas",18144,34.2773864,-92.420578,
187,"Greene, Arkansas",43694,36.091803,-90.5778883,
188,"Hempstead, Arkansas",22327,33.6949319,-93.6929825,
189,"Hot Spring, Arkansas",33368,34.2956351,-92.9005742,
190,"Howard, Arkansas",13500,34.0744088,-93.9745776,
191,"Independence, Arkansas",36959,35.718344,-91.55326,
192,"Izard, Arkansas",13486,36.0832532,-91.8894787,
193,"Jackson, Arkansas",17534,35.5770886,-91.196742,
194,"Jefferson, Arkansas",72297,34.2711667,-91.9248307,
195,"Johnson, Arkansas",26005,35.5600697,-93.4550108,
196,"Lafayette, Arkansas",7111,33.1821484,-93.5972459,
197,"Lawrence, Arkansas",16931,36.0078212,-91.1655476,
198,"Lee, Arkansas",9860,34.7836833,-90.7759619,
199,"Lincoln, Arkansas",13970,33.9359663,-91.7713274,
200,"Little River, Arkansas",12532,33.6968793,-94.2065398,
201,"Logan, Arkansas",21958,35.2255171,-93.7233321,
202,"Lonoke, Arkansas",71557,34.7414404,-91.862792,
203,"Madison, Arkansas",15740,35.9728095,-93.7589024,
204,"Marion, Arkansas",16367,35.228404,-90.1748518947,
205,"Miller, Arkansas",43428,33.2766729,-93.9214795,
206,"Mississippi, Arkansas",44235,35.7547987,-90.0875933,
207,"Monroe, Arkansas",7582,34.6778982,-91.2289578,
208,"Montgomery, Arkansas",9082,34.5218805,-93.6508234,
209,"Nevada, Arkansas",8723,33.6413476,-93.3055491,
210,"Newton, Arkansas",7904,35.918468,-93.2273047,
211,"Ouachita, Arkansas",24828,33.5680929,-92.9355875,
212,"Perry, Arkansas",10245,34.9616474,-92.8757514,
213,"Phillips, Arkansas",19930,34.4427373,-90.8331287,
214,"Pike, Arkansas",11024,34.1435885,-93.6428966,
215,"Poinsett, Arkansas",24246,35.5730183,-90.6717121,
216,"Polk, Arkansas",20225,34.4995799,-94.2397116,
217,"Pope, Arkansas",63201,35.453867,-93.0498623,
218,"Prairie, Arkansas",8304,34.8105247,-91.5751148,
219,"Pulaski, Arkansas",392702,34.7550166,-92.3003472,
220,"Randolph, Arkansas",17571,36.3412315,-91.0387017,
221,"Saline, Arkansas",115719,34.6021249,-92.6542869,
222,"Scott, Arkansas",10693,34.8469384,-94.0431714,
223,"Searcy, Arkansas",7929,35.2506406,-91.7362488,
224,"Sebastian, Arkansas",126776,35.1770785,-94.2654285,
225,"Sevier, Arkansas",17426,33.9867858,-94.243888,
226,"Sharp, Arkansas",16906,36.1344424,-91.4930274,
227,"St. Francis, Arkansas",26899,35.0153956,-90.7263194,
228,"Stone, Arkansas",12494,35.8317159,-92.1747633,
229,"Union, Arkansas",40227,33.1637366,-92.6171029,
230,"Van Buren, Arkansas",16851,35.436756,-94.348268,
231,"Washington, Arkansas",220792,35.9672625,-94.2280656,
232,"White, Arkansas",78592,35.2463042,-91.7169687,
233,"Woodruff, Arkansas",6910,35.1714574,-91.2229851,
234,"Yell, Arkansas",21951,34.9906072,-93.4283105,
235,"Alameda, California",1610921,37.6090291,-121.899142,
236,"Alpine, California",1116,38.5893934,-119.8345013,
237,"Amador, California",36742,38.449089,-120.5911018,
238,"Butte, California",224241,39.6519275,-121.5858444,
239,"Calaveras, California",44624,38.2558181,-120.4981492,
240,"Colusa, California",21419,39.1465578,-122.2209563,
241,"Contra Costa, California",1111339,37.9034806,-121.9175345,
242,"Del Norte, California",27212,41.7261767,-123.91328,
243,"El Dorado, California",183087,38.7574137,-120.5276129,
244,"Fresno, California",965974,36.7295295,-119.708861161,
245,"Glenn, California",27955,39.5912766,-122.3778662,
246,"Humboldt, California",134809,40.5997415,-123.8997734,
247,"Imperial, California",179091,33.0305487,-115.3595666,
248,"Inyo, California",18410,36.5595325,-117.4074712,
249,"Kern, California",874589,35.3145701,-118.7538222,
250,"Kings, California",150269,36.0784807,-119.7956342,
251,"Lake, California",64184,39.0505411,-122.7776556,
252,"Lassen, California",31749,40.7685579,-120.730998,
253,"Los Angeles, California",10116705,34.053717,-118.2427265,
254,"Madera, California",154548,37.1716264,-119.7737991,
255,"Marin, California",260750,38.0409144,-122.6199638,
256,"Mariposa, California",17682,37.570148,-119.9036592,
257,"Mendocino, California",87869,39.3176491,-123.4126399,
258,"Merced, California",266353,37.3029568,-120.4843269,
259,"Modoc, California",9023,41.5450487,-120.7435998,
260,"Mono, California",13997,37.9533927,-118.9398758,
261,"Monterey, California",431344,36.583431,-121.8540929,
262,"Napa, California",141667,38.2971367,-122.2855293,
263,"Nevada, California",98893,39.3540335,-120.8089843,
264,"Orange, California",3145515,33.7500378,-117.8704931,
265,"Placer, California",371694,39.1012064,-120.7650606,
266,"Plumas, California",18606,39.9430988,-120.8059521,
267,"Riverside, California",2329271,33.9533546,-117.3961623,
268,"Sacramento, California",1482026,38.561652,-121.450028158,
269,"San Benito, California",58267,36.6248089,-121.1177379,
270,"San Bernardino, California",2112619,34.1083449,-117.2897652,
271,"San Diego, California",3263431,32.7174209,-117.1627714,
272,"San Francisco, California",852469,37.7792768,-122.4192704,
273,"San Joaquin, California",715597,37.9372901,-121.2773719,
274,"San Luis Obispo, California",279083,35.2827525,-120.6596156,
275,"San Mateo, California",758581,37.496904,-122.3330573,
276,"Santa Barbara, California",440668,34.7136533,-119.9858232,
277,"Santa Clara, California",1894605,37.3541132,-121.9551744,
278,"Santa Cruz, California",271804,36.9746099,-122.0294259,
279,"Shasta, California",179804,40.7965121,-121.9979194,
280,"Sierra, California",3003,39.5849065,-120.5305731,
281,"Siskiyou, California",43628,41.6472886,-122.5225194,
282,"Solano, California",431131,38.2218938,-121.9163555,
283,"Sonoma, California",500292,38.5110803,-122.8473388,
284,"Stanislaus, California",531997,37.5500871,-121.0501425,
285,"Sutter, California",95847,38.9509675,-121.697088,
286,"Tehama, California",63067,40.1251334,-122.2015529,
287,"Trinity, California",13170,40.6053256,-123.171268,
288,"Tulare, California",458198,36.2516475,-118.852583,
289,"Tuolumne, California",53831,38.056944,-119.9919351,
290,"Ventura, California",846178,34.343649,-119.295170911,
291,"Yolo, California",207590,38.7184542,-121.9059001,
292,"Yuba, California",73966,39.2839755,-121.3556818,
293,"Adams, Colorado",480718,39.8714085,-104.2701374,
294,"Alamosa, Colorado",16177,37.469877,-105.8696009,
295,"Arapahoe, Colorado",618821,39.6416781,-104.3628567,
296,"Archuleta, Colorado",12244,37.1995993,-107.0842479,
297,"Baca, Colorado",3645,37.3147687,-102.5770885,
298,"Bent, Colorado",5630,37.9421152,-103.0964287,
299,"Boulder, Colorado",313333,40.0149856,-105.2705456,
300,"Broomfield, Colorado",62138,39.9379892,-105.0587294,
301,"Chaffee, Colorado",18363,38.7413025,-106.1825012,
302,"Cheyenne, Colorado",1871,38.8307233,-102.6177692,
303,"Clear Creek, Colorado",9187,39.6754591,-105.6435349,
304,"Conejos, Colorado",8265,37.1851939,-106.1655431,
305,"Costilla, Colorado",3568,37.2367948,-105.4182008,
306,"Crowley, Colorado",5360,38.3394806,-103.8263042,
307,"Custer, Colorado",4361,38.1072962,-105.3543375,
308,"Delta, Colorado",29870,38.7422063,-108.0689583,
309,"Denver, Colorado",663862,39.7391536,-104.9847034,
310,"Dolores, Colorado",1978,37.7524811,-108.4596087,
311,"Douglas, Colorado",314638,39.3420437,-104.9468945,
312,"Eagle, Colorado",52921,39.6161124,-106.7172844,
313,"Elbert, Colorado",24195,39.3138822,-104.0868973,
314,"El Paso, Colorado",663519,38.8287435,-104.5253456,
315,"Fremont, Colorado",46502,38.4692006,-105.4328622,
316,"Garfield, Colorado",57461,39.5462048,-107.8776144,
317,"Gilpin, Colorado",5851,39.8586654,-105.5025219,
318,"Grand, Colorado",14546,40.0990074,-106.1366966,
319,"Gunnison, Colorado",15725,38.5458246,-106.9253207,
320,"Hinsdale, Colorado",786,37.813681,-107.3304179,
321,"Huerfano, Colorado",6462,37.7013983,-105.0218531,
322,"Jackson, Colorado",1396,40.6531945,-106.3447246,
323,"Jefferson, Colorado",558503,39.5699803,-105.2561919,
324,"Kiowa, Colorado",1402,38.4411214,-102.7628476,
325,"Kit Carson, Colorado",8072,39.3080613,-102.62075,
326,"Lake, Colorado",7357,39.2056525,-106.342801,
327,"La Plata, Colorado",53989,37.2888554,-107.8544249,
328,"Larimer, Colorado",324122,40.6810174,-105.4726907,
329,"Las Animas, Colorado",14052,37.3096626,-104.0591427,
330,"Lincoln, Colorado",5510,38.9208296,-103.4885462,
331,"Logan, Colorado",22524,40.7250975,-103.1221379,
332,"Mesa, Colorado",148255,39.0589084,-108.565996,
333,"Mineral, Colorado",698,37.6584133,-106.9311267,
334,"Moffat, Colorado",12928,40.6083135,-108.252345,
335,"Montezuma, Colorado",25772,37.3473788,-108.6260843,
336,"Montrose, Colorado",40873,38.478504,-107.8777769,
337,"Morgan, Colorado",28328,40.2407621,-103.8225695,
338,"Otero, Colorado",18488,37.8872079,-103.7415268,
339,"Ouray, Colorado",4629,38.146044,-107.7414887,
340,"Park, Colorado",16345,39.1089299,-105.7561639,
341,"Phillips, Colorado",4363,40.5888329,-102.3701723,
342,"Pitkin, Colorado",17626,39.2037774,-106.8695332,
343,"Prowers, Colorado",12034,37.9455797,-102.4130793,
344,"Pueblo, Colorado",161875,38.2544472,-104.609141,
345,"Rio Blanco, Colorado",6707,39.9847294,-108.1807779,
346,"Rio Grande, Colorado",11607,37.5668223,-106.3832155,
347,"Routt, Colorado",23865,40.4514373,-106.9724072,
348,"Saguache, Colorado",6196,38.0945348,-106.3563372,
349,"San Juan, Colorado",720,37.7633081,-107.6495508,
350,"San Miguel, Colorado",7840,38.0286138,-108.4713606,
351,"Sedgwick, Colorado",2348,40.8698595,-102.3777262,
352,"Summit, Colorado",29404,39.6070951,-106.0636654,
353,"Teller, Colorado",23389,38.889575,-105.1797307,
354,"Washington, Colorado",4780,39.9017011,-103.1521676,
355,"Weld, Colorado",277670,40.5632344,-104.4835287,
356,"Yuma, Colorado",10202,40.0163487,-102.458253,
357,"Fairfield, Connecticut",945438,41.2943069,-73.37486,
358,"Hartford, Connecticut",897985,41.7634935,-72.6830523,
359,"Litchfield, Connecticut",184993,41.767249,-73.2543049,
360,"Middlesex, Connecticut",164943,41.4510811,-72.5528113,
361,"New Haven, Connecticut",861277,41.3082138,-72.9250518,
362,"New London, Connecticut",273676,41.3556539,-72.0995209,
363,"Tolland, Connecticut",151367,41.818446,-72.3562252,
364,"Windham, Connecticut",116998,41.8208345,-72.0051201,
365,"Kent, Delaware",171987,39.1156908,-75.4841394,
366,"New Castle, Delaware",552778,39.6159851,-75.662956,
367,"Sussex, Delaware",210849,38.6908097,-75.3691421,
368,District of Columbia,658893,38.8949549,-77.0366456,
369,"Alachua, Florida",256380,29.675568,-82.3640109,
370,"Baker, Florida",27093,30.3143459,-82.2847163,
371,"Bay, Florida",178985,30.2481693,-85.6593633,
372,"Bradford, Florida",26702,29.9715087,-82.1608653,
373,"Brevard, Florida",556885,28.2446658,-80.728624,
374,"Broward, Florida",1869235,26.1598074,-80.4623642,
375,"Calhoun, Florida",14532,30.3853734,-85.2223516,
376,"Charlotte, Florida",168474,26.9013269,-81.9156799,
377,"Citrus, Florida",139377,28.8512851,-82.5141209,
378,"Clay, Florida",199798,29.9766524,-81.8470596,
379,"Collier, Florida",348777,26.087964,-81.3794941,
380,"Columbia, Florida",67857,30.1935988,-82.6327488,
381,"DeSoto, Florida",35012,27.190253,-81.8244232,
382,"Dixie, Florida",15907,29.6214008,-83.17351,
383,"Duval, Florida",897698,30.3540073,-81.6632109,
384,"Escambia, Florida",310659,30.6625885,-87.3451089,
385,"Flagler, Florida",102408,29.4844412,-81.2917415,
386,"Franklin, Florida",11815,29.8323143,-84.8239118,
387,"Gadsden, Florida",46281,30.54959,-84.635578671,
388,"Gilchrist, Florida",16997,29.7131619,-82.7975172,
389,"Glades, Florida",13635,26.9328123,-81.1895983,
390,"Gulf, Florida",15944,29.9665252,-85.2175889,
391,"Hamilton, Florida",14048,30.5232289,-82.9763531,
392,"Hardee, Florida",27469,27.4856349,-81.8196804,
393,"Hendry, Florida",38505,26.597094,-81.1520667,
394,"Hernando, Florida",175855,28.5710156,-82.4605068,
395,"Highlands, Florida",98236,27.3513186,-81.3615717,
396,"Hillsborough, Florida",1316298,27.9184543,-82.3488057,
397,"Holmes, Florida",19650,30.8918676,-85.8138207,
398,"Indian River, Florida",144755,27.7041555,-80.5894422,
399,"Jackson, Florida",48801,30.8013861,-85.2063186,
400,"Jefferson, Florida",14050,30.3949531,-83.9326576,
401,"Lafayette, Florida",8835,29.9978185,-83.2221527,
402,"Lake, Florida",315690,28.7006859,-81.78994,
403,"Lee, Florida",679513,26.5999265,-81.8823135,
404,"Leon, Florida",283988,30.4683062,-84.2549068,
405,"Levy, Florida",39613,29.3008632,-82.7824592,
406,"Liberty, Florida",8360,30.2506943,-84.8955989,
407,"Madison, Florida",18518,30.4514352,-83.4524524,
408,"Manatee, Florida",351746,27.5213933,-82.3801566,
409,"Marion, Florida",339167,29.2182454,-82.0626948,
410,"Martin, Florida",153392,27.0673711,-80.3994412,
411,"Miami-Dade, Florida",2662874,25.6364246,-80.4989467,
412,"Monroe, Florida",77136,25.0405135,-80.8337157,
413,"Nassau, Florida",76619,30.6624329,-81.7707334,
414,"Okaloosa, Florida",196512,30.6765961,-86.6037748,
415,"Okeechobee, Florida",39149,27.3923408,-80.8873655,
416,"Orange, Florida",1253001,28.495156,-81.3111658,
417,"Osceola, Florida",310211,28.0443842,-81.1437541,
418,"Palm Beach, Florida",1397710,26.6279798,-80.4494174,
419,"Pasco, Florida",485331,28.2996183,-82.4522702,
420,"Pinellas, Florida",938098,27.8778904,-82.7329309,
421,"Polk, Florida",634638,27.9448537,-81.7268789,
422,"Putnam, Florida",72143,29.6266155,-81.7230549,
423,"Santa Rosa, Florida",163422,30.6964502,-87.0097524,
424,"Sarasota, Florida",396962,27.3364347,-82.5306527,
425,"Seminole, Florida",442516,28.7225829,-81.2353683,
426,"St. Johns, Florida",217919,29.9032284,-81.4145468,
427,"St. Lucie, Florida",291028,27.3900897,-80.457904,
428,"Sumter, Florida",114350,28.6689748,-82.076402,
429,"Suwannee, Florida",44022,30.2101192,-82.9873377,
430,"Taylor, Florida",22582,30.0926733,-83.6377926,
431,"Union, Florida",15190,30.044304,-82.3954479,
432,"Volusia, Florida",507531,29.0533409,-81.1310761,
433,"Wakulla, Florida",31432,30.1480038,-84.3543512,
434,"Walton, Florida",61530,30.6204939,-86.1912678,
435,"Washington, Florida",24451,30.6009343,-85.6762025,
436,"Appling, Georgia",18540,31.7771435,-82.2996274,
437,"Atkinson, Georgia",8223,31.3030105,-82.8839362,
438,"Bacon, Georgia",11281,31.5555512,-82.4442559,
439,"Baker, Georgia",3255,31.3439196,-84.4555346,
440,"Baldwin, Georgia",45909,33.0508354,-83.2398518,
441,"Banks, Georgia",18295,34.3378598,-83.4970026,
442,"Barrow, Georgia",73240,33.9848611,-83.6996482,
443,"Bartow, Georgia",101736,34.2394683,-84.8406984,
444,"Ben Hill, Georgia",17464,31.7462726,-83.2355879,
445,"Berrien, Georgia",18700,31.2561376,-83.2443709,
446,"Bibb, Georgia",153905,32.8095879,-83.694562,
447,"Bleckley, Georgia",12795,32.4305311,-83.3311795,
448,"Brantley, Georgia",18417,31.1455055,-81.7905656,
449,"Brooks, Georgia",15418,32.9098628,-83.3815541,
450,"Bryan, Georgia",33906,32.0034889,-81.4241017,
451,"Bulloch, Georgia",72087,32.4025745,-81.7290138966,
452,"Burke, Georgia",22709,33.0482247,-81.9575983,
453,"Butts, Georgia",23368,33.2825083,-83.9548161,
454,"Calhoun, Georgia",6463,31.5311784,-84.614328,
455,"Camden, Georgia",52027,30.9298212,-81.6225075,
456,"Candler, Georgia",10888,32.4146577,-82.0930776,
457,"Carroll, Georgia",114093,33.5588005,-85.0641272,
458,"Catoosa, Georgia",65621,34.8911137,-85.131315,
459,"Charlton, Georgia",12897,30.8775388,-82.1185847,
460,"Chatham, Georgia",283379,31.9668887,-81.0626008,
461,"Chattahoochee, Georgia",11837,33.8084389,-84.4818749,
462,"Chattooga, Georgia",24939,34.4620931,-85.3660518,
463,"Cherokee, Georgia",230985,34.2391265,-84.4720272,
464,"Clarke, Georgia",120938,33.9458693,-83.3557816,
465,"Clay, Georgia",3102,31.5738181,-84.9800814,
