Name,Native,Status,"Population
Census
2002-10-09","Population
Census
2010-10-14","Population
Estimate
2015-01-01"
Starojurjevskij Rajon [Staroyuryevsky Raion],Староюрьевский район,District,17695,14553,13275
Tambov,г. Тамбов,City,293658,280161,288895
Tambovskij Rajon [Tambovsky Raion],Тамбовский район,District,102018,102786,105225
Tokarëvskij Rajon [Tokaryovsky Raion],Токарёвский район,District,21536,17898,16702
Umëtskij Rajon [Umyotsky Raion],Умётский район,District,13545,12044,11022
Uvarovo,г. Уварово,City,29690,26830,24792
Uvarovskij Rajon [Uvarovsky Raion],Уваровский район,District,12737,11221,10259
Žerdevskij Rajon [Zherdevsky Raion],Жердевский район,District,33502,30331,28422
Znamenskij Rajon [Znamensky Raion],Знаменский район,District,20590,18405,17635
Tula,Тульская область,Province (Oblast),1675758,1553925,1513570
Aleksinskij Rajon [Aleksinsky Raion],Алексинский район,District,77697,70736,68099
Arsenjevskij Rajon [Arsenyevsky Raion],Арсеньевский район,District,...,10347,9937
Belëvskij Rajon [Belyovsky Raion],Белёвский район,District,24912,20952,20354
Bogorodickij Rajon [Bogoroditsky Raion],Богородицкий район,District,56443,51643,51533
Černskij Rajon [Chernsky Raion],Чернский район,District,23006,20476,20194
Donskoj [Donskoy],г. Донской,City,69653,64601,64403
Dubenskij Rajon [Dubensky Raion],Дубенский район,District,15011,14618,14664
Jasnogorskij Rajon [Yasnogorsky Raion],Ясногорский район,District,34926,31152,29975
Jefremovskij Rajon [Yefremovsky Raion],Ефремовский район,District,70692,64227,59258
Kamenskij Rajon [Kamensky Raion],Каменский район,District,10720,9548,9099
Kimovskij Rajon [Kimovsky Raion],Кимовский район,District,50285,42853,39446
Kirejevskij Rajon [Kireyevsky Raion],Киреевский район,District,79142,75142,73843
Kurkinskij Rajon [Kurkinsky Raion],Куркинский район,District,13077,10830,10036
Novogurovskij [Novogurovsky],пгт. Новогуровский,Urban Settlement,3809,3590,3480
Novomoskovsk,г. Новомосковск,City with Environs,159292,143848,139234
Odojevskij Rajon [Odoyevsky Raion],Одоевский район,District,14149,13184,12984
Plavskij Rajon [Plavsky Raion],Плавский район,District,29499,27778,27626
Ščëkinskij Rajon [Shchyokinsky Raion],Щёкинский район,District,115916,106595,106779
Slavnyj [Slavny],пгт. Славный,Urban Settlement,...,1862,1881
Suvorovskij Rajon [Suvorovsky Raion],Суворовский район,District,41838,37637,35451
Tëplo-Ogarëvskij Rajon [Tyoplo-Ogaryovsky Raion],Тёпло-Огарёвский район,District,14111,12705,12440
Tula,г. Тула,City with Environs,594970,564524,552362
Uzlovskij Rajon [Uzlovsky Raion],Узловский район,District,90905,85173,83329
Venevskij Rajon [Venyovsky Raion],Веневский район,District,37612,33940,31380
Volovskij Rajon [Volovsky Raion],Воловский район,District,15957,13596,13858
Zaokskij Rajon [Zaoksky Raion],Заокский район,District,19406,22368,21925
Tver' [Tver],Тверская область,Province (Oblast),1471459,1353392,1315071
Andreapol'skij Rajon [Andreapolsky Raion],Андреапольский район,District,16213,13756,11572
Bel'skij Rajon [Belsky Raion],Бельский район,District,8125,6582,5778
Bežeckij Rajon [Bezhetsky Raion],Бежецкий район,District,42920,36701,34454
Bologovskij Rajon [Bologovsky Raion],Бологовский район,District,45369,38557,35482
Firovskij Rajon [Firovsky Raion],Фировский район,District,11919,9396,8557
Kalininskij Rajon [Kalininsky Raion],Калининский район,District,54857,52047,49951
Kaljazinskij Rajon [Kalyazinsky Raion],Калязинский район,District,24460,21688,20743
Kašinskij Rajon [Kashinsky Raion],Кашинский район,District,30000,27410,25888
Kesovogorskij Rajon [Kesovogorsky Raion],Кесовогорский район,District,9289,8199,7947
Kimrskij Rajon [Kimrsky Raion],Кимрский район,District,15604,13190,12232
Kimry,г. Кимры,City,53650,49628,46771
Konakovskij Rajon [Konakovsky Raion],Конаковский район,District,92027,87125,84829
Krasnocholmskij Rajon [Krasnokholmsky Raion],Краснохолмский район,District,14736,11835,10749
Kuvšinovskij Rajon [Kuvshinovsky Raion],Кувшиновский район,District,17847,15386,14548
Lesnoj Rajon [Lesnoy Raion],Лесной район,District,6833,5252,4959
Lichoslavl'skij Rajon [Likhoslavlsky Raion],Лихославльский район,District,30079,28492,27831
Maksatichinskij Rajon [Maksatikhinsky Raion],Максатихинский район,District,20644,16723,15209
Molokovskij Rajon [Molokovsky Raion],Молоковский район,District,7015,5235,4399
Nelidovskij Rajon [Nelidovsky Raion],Нелидовский район,District,35298,30731,27710
Oleninskij Rajon [Oleninsky Raion],Оленинский район,District,14817,12675,12204
Ostaškovskij Rajon [Ostashkovsky Raion],Осташковский район,District,28017,23761,22700
Ozërnyj [Ozyorny],пгт. Озёрный,Urban Settlement,10689,10882,10591
Penovskij Rajon [Penovsky Raion],Пеновский район,District,8523,6864,6357
Rameškovskij Rajon [Rameshkovsky Raion],Рамешковский район,District,15600,14988,15748
Ržev [Rzhev],г. Ржев,City,63729,61982,60334
Rževskij Rajon [Rzhevsky Raion],Ржевский район,District,14674,12480,11976
Sandovskij Rajon [Sandovsky Raion],Сандовский район,District,9385,6811,5918
Seližarovskij Rajon [Selizharovsky Raion],Селижаровский район,District,15125,12722,12241
Solnečnyj [Solnechny],пгт. Солнечный,Urban Settlement,2108,2242,2166
Sonkovskij Rajon [Sonkovsky Raion],Сонковский район,District,10523,8553,8518
Spirovskij Rajon [Spirovsky Raion],Спировский район,District,13805,12203,11488
Starickij Rajon [Staritsky Raion],Старицкий район,District,25765,24056,23411
Toropeckij Rajon [Toropetsky Raion],Торопецкий район,District,25235,20526,18789
Toržok [Torzhok],г. Торжок,City,48967,47644,46690
Toržokskij Rajon [Torzhoksky Raion],Торжокский район,District,23856,22534,22721
Tver' [Tver],г. Тверь,City,412818,403606,414006
Udomel'skij Rajon [Udomelsky Raion],Удомельский район,District,42362,40292,38368
Vesjegonskij Rajon [Vesyegonsky Raion],Весьегонский район,District,16517,13481,11737
Vyšnevolockij Rajon [Vyshnevolotsky Raion],Вышневолоцкий район,District,28918,25421,24409
Vyšnij Voločëk [Vyshny Volochyok],г. Вышний Волочёк,City,56405,52370,48844
Zapadnodvinskij Rajon [Zapadnodvinsky Raion],Западнодвинский район,District,19707,16018,14241
Žarkovskij Rajon [Zharkovsky Raion],Жарковский район,District,7631,6132,5280
Zubcovskij Rajon [Zubtsovsky Raion],Зубцовский район,District,19398,17216,16725
Vladimir,Владимирская область,Province (Oblast),1523990,1443693,1405613
Aleksandrovskij Rajon [Alexandrovsky Raion],Александровский район,District,120031,113900,110458
Gorochoveckij Rajon [Gorokhovetsky Raion],Гороховецкий район,District,25832,22923,22005
Gus'-Chrustal'nyj [Gus-Khrustalny],г. Гусь-Хрустальный,City with Environs,70926,64050,59693
Gus'-Chrustal'nyj Rajon [Gus-Khrustalny Raion],Гусь-Хрустальный район,District,50813,44883,41113
Jurjev-Pol'skij Rajon [Yuryev-Polsky Raion],Юрьев-Польский район,District,39023,36747,36080
Kameškovskij Rajon [Kameshkovsky Raion],Камешковский район,District,37961,30466,30220
Kiržačskij Rajon [Kirzhachsky Raion],Киржачский район,District,45188,42159,39130
Kol'čuginskij Rajon [Kolchuginsky Raion],Кольчугинский район,District,58464,56351,54094
Kovrov,г. Ковров,City,155499,145214,140117
Kovrovskij Rajon [Kovrovsky Raion],Ковровский район,District,31148,31477,31333
Melenkovskij Rajon [Melenkovsky Raion],Меленковский район,District,41125,36464,34710
Murom,г. Муром,City with Environs,126901,125231,119824
Muromskij Rajon [Muromsky Raion],Муромский район,District,26382,15835,16049
Petušinskij Rajon [Petushinsky Raion],Петушинский район,District,69364,68062,65629
Radužnyj [Raduzhny],г. Радужный,City,17506,18211,18369
Selivanovskij Rajon [Selivanovsky Raion],Селивановский район,District,21330,18610,18375
Sobinskij Rajon [Sobinsky Raion],Собинский район,District,63004,58801,56017
Sudogodskij Rajon [Sudogodsky Raion],Судогодский район,District,44429,41177,38960
Suzdal'skij Rajon [Suzdalsky Raion],Суздальский район,District,51093,44114,44102
Vjaznikovskij Rajon [Vyaznikovsky Raion],Вязниковский район,District,91090,80987,74071
Vladimir,г. Владимир,City with Environs,336881,348031,355264
Voronež [Voronezh],Воронежская область,Province (Oblast),2378803,2335380,2331147
Anninskij Rajon [Anninsky Raion],Аннинский район,District,52747,45385,41195
Bobrovskij Rajon [Bobrovsky Raion],Бобровский район,District,54162,49494,49148
Bogučarskij Rajon [Bogucharsky Raion],Богучарский район,District,40719,37198,35732
Borisoglebsk [Borisoglebsky Urban Okrug],Борисоглебский городской округ,City with Environs,83272,78721,75437
Buturlinovskij Rajon [Buturlinovsky Raion],Бутурлиновский район,District,57204,52575,47918
Chochol'skij Rajon [Khokholsky Raion],Хохольский район,District,32889,29814,29702
Èrtil'skij Rajon [Ertilsky Raion],Эртильский район,District,31499,25728,23839
Gribanovskij Rajon [Gribanovsky Raion],Грибановский район,District,39648,33073,31100
Kalačejevskij Rajon [Kalacheyevsky Raion],Калачеевский район,District,61794,57242,53670
Kamenskij Rajon [Kamensky Raion],Каменский район,District,21953,20612,18921
Kantemirovskij Rajon [Kantemirovsky Raion],Кантемировский район,District,41808,38081,34923
Kaširskij Rajon [Kashirsky Raion],Каширский район,District,27106,25268,24343
Liskinskij Rajon [Liskinsky Raion],Лискинский район,District,106371,105704,101764
Nižnedevickij Rajon [Nizhnedevitsky Raion],Нижнедевицкий район,District,24077,20611,18989
Novochopërskij Rajon [Novokhopyorsky Raion],Новохопёрский район,District,45074,41128,38787
Novousmanskij Rajon [Novousmansky Raion],Новоусманский район,District,64275,73034,79183
Novovoronež [Novovoronezh],г. Нововоронеж,City,36961,32635,31560
Ol'chovatskij Rajon [Olkhovatsky Raion],Ольховатский район,District,25841,24218,23356
Ostrogožskij Rajon [Ostrogozhsky Raion],Острогожский район,District,63718,61291,58950
Paninskij Rajon [Paninsky Raion],Панинский район,District,33017,29231,26531
Pavlovskij Rajon [Pavlovsky Raion],Павловский район,District,59355,57081,55990
Petropavlovskij Rajon [Petropavlovsky Raion],Петропавловский район,District,23414,20042,18103
Podgorenskij Rajon [Podgorensky Raion],Подгоренский район,District,29563,27340,25338
Povorinskij Rajon [Povorinsky Raion],Поворинский район,District,35817,34030,32755
Ramonskij Rajon [Ramonsky Raion],Рамонский район,District,33230,32027,32440
Rep'ëvskij Rajon [Repyovsky Raion],Репьёвский район,District,17884,16027,15742
Rossošanskij Rajon [Rossoshansky Raion],Россошанский район,District,94673,94694,93368
Semilukskij Rajon [Semiluksky Raion],Семилукский район,District,67904,67247,67558
Talovskij Rajon [Talovsky Raion],Таловский район,District,47221,42603,39785
Ternovskij Rajon [Ternovsky Raion],Терновский район,District,25696,22125,19824
Verchnechavskij Rajon [Verkhnekhavsky Raion],Верхнехавский район,District,26656,25156,24665
Verchnemamonskij Rajon [Verkhnemamonsky Raion],Верхнемамонский район,District,23086,21659,19890
Vorob'ëvskij Rajon [Vorobyovsky Raion],Воробьёвский район,District,21759,18933,17071
Voronež [Voronezh],г. Воронеж,City,928410,975373,1023570
