Name,Native,Status,"Population
Census
2002-10-09","Population
Census
2010-10-14","Population
Estimate
2015-01-01"
Mamadyšskij Rajon [Mamadyshsky Raion],Мамадышский район,District,48075,45005,43802
Mendelejevskij Rajon [Mendeleyevsky Raion],Менделеевский район,District,30539,30377,30321
Menzelinskij Rajon [Menzelinsky Raion],Мензелинский район,District,31295,29359,28948
Musljumovskij Rajon [Muslyumovsky Raion],Муслюмовский район,District,22911,21884,20716
Naberežnyje Čelny [Naberezhnye Chelny],г. Набережные Челны,City,513356,513193,524444
Nižnekamskij Rajon [Nizhnekamsky Raion],Нижнекамский район,District,263210,272023,273479
Novošešminskij Rajon [Novosheshminsky Raion],Новошешминский район,District,15860,14179,13599
Nurlatskij Rajon [Nurlatsky Raion],Нурлатский район,District,62496,60120,58718
Pestrečinskij Rajon [Pestrechinsky Raion],Пестречинский район,District,28454,29023,31009
Rybno-Slobodskij Rajon [Rybno-Slobodsky Raion],Рыбно-Слободский район,District,29653,27630,26369
Sabinskij Rajon [Sabinsky Raion],Сабинский район,District,31317,31038,31115
Sarmanovskij Rajon [Sarmanovsky Raion],Сармановский район,District,37475,36681,35952
Spasskij Rajon [Spassky Raion],Спасский район,District,21779,20554,19668
Tetjušskij Rajon [Tetyushsky Raion],Тетюшский район,District,27040,24875,23441
Tjuljačinskij Rajon [Tyulyachinsky Raion],Тюлячинский район,District,14401,14273,14048
Tukajevskij Rajon [Tukayevsky Raion],Тукаевский район,District,29864,36561,38953
Verchneuslonskij Rajon [Verkhneuslonsky Raion],Верхнеуслонский район,District,17957,16641,16503
Vysokogorskij Rajon [Vysokogorsky Raion],Высокогорский район,District,46323,43207,46235
Zainskij Rajon [Zainsky Raion],Заинский район,District,57469,58046,56614
Zelenodol'skij Rajon [Zelenodolsky Raion],Зеленодольский район,District,162390,158552,163560
Udmurtija [Udmurtia],Удмуртская Республика,Republic,1570316,1521420,1517472
Alnašskij Rajon [Alnashsky Raion],Алнашский район,District,22258,20403,19209
Balezinskij Rajon [Balezinsky Raion],Балезинский район,District,38443,34617,32328
Debësskij Rajon [Debyossky Raion],Дебёсский район,District,14085,12665,12178
Glazov,г. Глазов,City,100894,95854,94610
Glazovskij Rajon [Glazovsky Raion],Глазовский район,District,18792,17132,17134
Grachovskij Rajon [Grakhovsky Raion],Граховский район,District,10879,9354,8544
Igrinskij Rajon [Igrinsky Raion],Игринский район,District,42850,38194,37156
Iževsk [Izhevsk],г. Ижевск,City,632140,627734,642024
Jakšur-Bod'inskij Rajon [Yakshur-Bodyinsky Raion],Якшур-Бодьинский район,District,22599,21467,21514
Jarskij Rajon [Yarsky Raion],Ярский район,District,18880,15286,13958
Jukamenskij Rajon [Yukamensky Raion],Юкаменский район,District,11947,10207,9050
Kambarskij Rajon [Kambarsky Raion],Камбарский район,District,21243,18106,17279
Karakulinskij Rajon [Karakulinsky Raion],Каракулинский район,District,13835,12230,11378
Kezskij Rajon [Kezsky Raion],Кезский район,District,26446,22911,21022
Kijasovskij Rajon [Kiyasovsky Raion],Киясовский район,District,11550,10305,9589
Kiznerskij Rajon [Kiznersky Raion],Кизнерский район,District,23502,20263,19465
Krasnogorskij Rajon [Krasnogorsky Raion],Красногорский район,District,12219,10347,9393
Malopurginskij Rajon [Malopurginsky Raion],Малопургинский район,District,31558,33058,33288
Možga [Mozhga],г. Можга,City,47119,47961,49777
Možginskij Rajon [Mozhginsky Raion],Можгинский район,District,30358,28293,27289
Sarapul,г. Сарапул,City,103141,101381,99213
Sarapul'skij Rajon [Sarapulsky Raion],Сарапульский район,District,24215,24625,24181
Šarkanskij Rajon [Sharkansky Raion],Шарканский район,District,21384,19100,18847
Seltinskij Rajon [Seltinsky Raion],Селтинский район,District,13335,11368,10841
Sjumsinskij Rajon [Syumsinsky Raion],Сюмсинский район,District,16288,13401,12814
Uvinskij Rajon [Uvinsky Raion],Увинский район,District,40738,39671,38285
Vavožskij Rajon [Vavozhsky Raion],Вавожский район,District,17323,16351,15661
Votkinsk,г. Воткинск,City,99441,99022,98222
Votkinskij Rajon [Votkinsky Raion],Воткинский район,District,23709,24114,24372
Zav'jalovskij Rajon [Zavyalovsky Raion],Завьяловский район,District,59145,66000,68851
Ul'janovsk [Ulyanovsk],Ульяновская область,Province (Oblast),1382811,1292799,1262549
Baryšskij Rajon [Baryshsky Raion],Барышский район,District,50346,44034,40916
Bazarnosyzganskij Rajon [Bazarnosyzgansky Raion],Базарносызганский район,District,11363,10083,8866
Čerdaklinskij Rajon [Cherdaklinsky Raion],Чердаклинский район,District,43865,41449,42688
Cil'ninskij Rajon [Tsilninsky Raion],Цильнинский район,District,28628,27543,26071
Dimitrovgrad,г. Димитровград,City,130871,122580,117383
Inzenskij Rajon [Inzensky Raion],Инзенский район,District,40083,33877,31094
Karsunskij Rajon [Karsunsky Raion],Карсунский район,District,29319,25170,23280
Kuzovatovskij Rajon [Kuzovatovsky Raion],Кузоватовский район,District,27225,22377,20611
Majnskij Rajon [Maynsky Raion],Майнский район,District,30626,25826,24240
Melekesskij Rajon [Melekessky Raion],Мелекесский район,District,40272,36718,35746
Nikolajevskij Rajon [Nikolayevsky Raion],Николаевский район,District,30333,27211,24912
Novomalyklinskij Rajon [Novomalyklinsky Raion],Новомалыклинский район,District,17167,15379,14524
Novospasskij Rajon [Novospassky Raion],Новоспасский район,District,23852,22478,21521
Novoul'janovsk [Novoulyanovsk],г. Новоульяновск,City with Environs,17595,20333,18895
Pavlovskij Rajon [Pavlovsky Raion],Павловский район,District,16539,15109,13778
Radiščevskij Rajon [Radishchevsky Raion],Радищевский район,District,15770,14284,12834
Sengilejevskij Rajon [Sengileyevsky Raion],Сенгилеевский район,District,26338,23260,22456
Starokulatkinskij Rajon [Starokulatkinsky Raion],Старокулаткинский район,District,17505,14731,12677
Staromajnskij Rajon [Staromaynsky Raion],Старомайнский район,District,20229,18132,17343
Surskij Rajon [Sursky Raion],Сурский район,District,22644,19430,17692
Teren'gul'skij Rajon [Terengulsky Raion],Тереньгульский район,District,20617,18761,17911
Ul'janovsk [Ulyanovsk],г. Ульяновск,City with Environs,657498,637564,642263
Ul'janovskij Rajon [Ulyanovsky Raion],Ульяновский район,District,40771,36669,36968
Veškajmskij Rajon [Veshkaymsky Raion],Вешкаймский район,District,23355,19801,17880
