Name,Status,"Population
Census
1975-02-20","Population
Census
1982-03-04","Population
Census
1990-03-05","Population
Census
1999-03-08","Population
Estimate
2007-01-01","Population
Estimate
2012-01-01"
Bellac,Arrondissement,48078,44907,42687,40120,40711,39938
Limoges,Arrondissement,266398,274081,274643,278439,292998,298127
Rochechouart,Arrondissement,37673,36749,36263,35334,37393,37804
Haut-Rhin,Department,635209,650372,671319,708025,742408,755202
Altkirch,Arrondissement,51215,53913,56665,61242,66894,68697
Colmar,Arrondissement,123207,125760,130439,139255,146185,148444
Guebwiller,Arrondissement,66030,67368,70361,76314,82017,84231
Mulhouse,Arrondissement,276856,284728,292259,304295,315207,322211
Ribeauvillé,Arrondissement,47070,46454,46993,49311,51157,50005
Thann,Arrondissement,70831,72149,74602,77608,80948,81614
Hauts-de-Seine,Department,1438930,1387039,1391658,1428881,1544411,1586434
Antony,Arrondissement,390883,372210,373097,380371,406631,417681
Boulogne-Billancourt,Arrondissement,294984,285120,282975,292409,310848,321178
Nanterre,Arrondissement,753063,729709,735586,756101,826932,847575
Hérault,Department,648202,706499,794603,896441,1011207,1077627
Béziers,Arrondissement,228640,229862,242465,255669,286012,304108
Lodève,Arrondissement,53930,57059,62329,68981,83044,92176
Montpellier,Arrondissement,365632,419578,489809,571791,642151,681343
Ille-et-Vilaine,Department,702199,749764,798718,867533,955846,1007901
Fougères-Vitré,Arrondissement,141854,145484,147724,152761,168421,176038
Redon,Arrondissement,68089,71784,75695,81106,96485,104433
Rennes,Arrondissement,368143,403714,440334,492551,539984,573594
Saint-Malo,Arrondissement,124113,128782,134965,141115,150956,153836
Indre,Department,248523,243191,237510,231139,232799,228692
Châteauroux,Arrondissement,133274,134399,133291,130115,130234,127262
Issoudun,Arrondissement,37901,36151,35082,34852,36090,35643
La Châtre,Arrondissement,38454,36538,34534,33275,33531,33328
Le Blanc,Arrondissement,38894,36103,34603,32897,32944,32459
Indre-et-Loire,Department,478597,506093,529345,554003,583086,596937
Chinon,Arrondissement,74631,78131,79467,80579,84025,86383
Loches,Arrondissement,50826,49585,48996,48773,49913,50910
Tours,Arrondissement,353140,378377,400882,424651,449148,459644
Isère,Department,860339,936771,1016228,1094006,1178714,1224993
Grenoble,Arrondissement,591817,621276,655074,696326,732414,751263
La Tour-du-Pin,Arrondissement,133895,162071,189786,212987,244607,263082
Vienne,Arrondissement,134627,153424,171368,184693,201693,210648
Jura,Department,238856,242925,248759,250857,258897,260932
Dole,Arrondissement,74715,75591,77770,78388,82335,83610
Lons-le-Saunier,Arrondissement,118735,120738,120694,121063,124469,126003
Saint-Claude,Arrondissement,45406,46596,50295,51406,52093,51319
Landes,Department,288323,297424,311461,327334,367492,392884
Dax,Arrondissement,144062,151204,161231,174367,199728,215905
Mont-de-Marsan,Arrondissement,144261,146220,150230,152967,167764,176979
Loire,Department,742396,739521,746288,728524,740668,753763
Montbrison,Arrondissement,127675,138940,151147,160289,175836,185526
Roanne,Arrondissement,161171,160488,156219,152659,153622,157208
Saint-Étienne,Arrondissement,453550,440093,438922,415576,411210,411029
Loire-Atlantique,Department,934499,995498,1052183,1134266,1246798,1313321
Ancenis,Arrondissement,41015,44764,47386,48720,56620,61457
Châteaubriant,Arrondissement,95102,100171,101436,102392,117398,126603
Nantes,Arrondissement,569086,604935,649039,715358,771660,810693
Saint-Nazaire,Arrondissement,229296,245628,254322,267796,301120,314568
Loiret,Department,490189,535669,580612,618126,647733,662297
Montargis,Arrondissement,135038,145181,153117,158426,167459,170115
Orléans,Arrondissement,307597,340645,373757,402580,420033,429477
Pithiviers,Arrondissement,47554,49843,53738,57120,60241,62705
Loir-et-Cher,Department,283690,296224,305937,314968,326291,331656
Blois,Arrondissement,137695,146225,154763,160506,167866,171397
Romorantin-Lanthenay,Arrondissement,80669,83723,84703,86448,88714,89576
Vendôme,Arrondissement,65326,66276,66471,68014,69711,70683
Lot,Department,150778,154533,155816,160197,171173,174346
Cahors,Arrondissement,62296,64787,67186,69887,74626,76599
Figeac,Arrondissement,50933,51628,50577,50095,53348,53931
Gourdon,Arrondissement,37549,38118,38053,40215,43199,43816
Lot-et-Garonne,Department,292616,298522,305989,305380,324170,332119
Agen,Arrondissement,91422,95775,102162,105380,116096,118926
Marmande,Arrondissement,76065,76790,77806,76169,79634,83324
Nérac,Arrondissement,39022,37787,37447,36981,38183,39115
Villeneuve-sur-Lot,Arrondissement,86107,88170,88574,86850,90257,90754
Lozère,Department,74825,74294,72825,73509,76880,76889
Florac,Arrondissement,11925,11587,11801,12524,13113,13276
Mende,Arrondissement,62900,62707,61024,60985,63767,63613
Maine-et-Loire,Department,629849,675321,705882,732942,770777,795557
Angers,Arrondissement,289705,316236,341874,367131,384456,394076
Cholet,Arrondissement,162778,176849,182473,183478,194479,202394
Saumur,Arrondissement,125503,128848,128870,129222,133398,136875
Segré,Arrondissement,51863,53388,52665,53111,58444,62212
Manche,Department,451662,465948,479636,481471,495153,499340
Avranches,Arrondissement,122155,121706,117460,117431,121730,123415
Cherbourg-Octeville,Arrondissement,163281,174672,191593,190973,191745,190363
Coutances,Arrondissement,72757,72881,74212,76861,82561,84281
Saint-Lô,Arrondissement,93469,96689,96371,96206,99117,101281
Marne,Department,530399,543627,558217,565229,566491,568750
Châlons-en-Champagne,Arrondissement,96770,99531,100647,100112,101215,102622
Épernay,Arrondissement,110697,109640,110615,109827,110017,110280
Reims,Arrondissement,255922,267838,281685,291933,292952,294238
Sainte-Menehould,Arrondissement,15595,15214,14771,14313,14083,13927
Vitry-le-François,Arrondissement,51415,51404,50499,49044,48224,47683
Mayenne,Department,261789,271784,278037,285338,300643,307453
Château-Gontier,Arrondissement,55154,55888,56806,58152,62057,63954
Laval,Arrondissement,120457,128284,134173,140207,149614,154478
Mayenne,Arrondissement,86178,87612,87058,86979,88972,89021
Meurthe-et-Moselle,Department,722693,716964,711943,713779,726592,733266
Briey,Arrondissement,192240,173774,159465,157050,161792,164424
Lunéville,Arrondissement,78508,78696,77559,76782,78809,79964
Nancy,Arrondissement,395585,403928,411666,415106,418169,419485
Toul,Arrondissement,56360,60566,63253,64841,67822,69393
Meuse,Department,203799,199983,196223,192198,193962,192800
Bar-le-Duc,Arrondissement,67446,68261,66880,64400,62406,61137
Commercy,Arrondissement,45082,44155,44357,43845,45054,44683
Verdun,Arrondissement,91271,87567,84986,83953,86502,86980
Morbihan,Department,563588,590889,619838,643873,702487,732372
Lorient,Arrondissement,247179,259543,275302,281621,301253,310523
Pontivy,Arrondissement,120069,118594,115310,114237,120380,124540
Vannes,Arrondissement,196340,212752,229226,248015,280854,297309
Moselle,Department,1006373,1007189,1011302,1023447,1039023,1046468
Boulay-Moselle,Arrondissement,69308,73395,74756,74628,77472,79847
Château-Salins,Arrondissement,29275,28739,28315,28480,29710,29818
Forbach,Arrondissement,175957,180407,180973,176036,170837,167518
Metz-Campagne,Arrondissement,192030,198133,202545,211863,218715,222352
Metz-Ville,Arrondissement,111869,114232,119594,123776,123580,119551
Sarrebourg,Arrondissement,61029,60699,60817,62098,63613,64374
Sarreguemines,Arrondissement,95728,97704,97442,99980,100450,100236
Thionville-Est,Arrondissement,123643,122030,123152,127541,135677,140845
Thionville-Ouest,Arrondissement,147534,131850,123708,119045,118969,121927
Nièvre,Department,245212,239635,233278,225198,221488,216786
Château-Chinon (Ville),Arrondissement,35469,32824,30214,28141,27344,26337
Clamecy,Arrondissement,32144,29783,28019,26739,26515,25610
Cosne-Cours-sur-Loire,Arrondissement,48133,48018,46549,45074,45544,44972
Nevers,Arrondissement,129466,129010,128496,125244,122085,119867
Nord,Department,2511478,2520526,2531855,2555020,2564950,2587128
Avesnes-sur-Helpe,Arrondissement,251746,250632,245460,238466,234653,232657
Cambrai,Arrondissement,173406,167699,162162,158845,158831,162211
Douai,Arrondissement,248297,244092,247015,246987,247580,248077
Dunkerque,Arrondissement,351281,371670,375073,379702,375625,377314
Lille,Arrondissement,1113999,1126088,1152883,1182026,1200059,1217202
Valenciennes,Arrondissement,372749,360345,349262,348994,348202,349667
Oise,Department,606320,661781,725603,766441,796624,810300
Beauvais,Arrondissement,163478,177393,195844,209540,218353,224054
Clermont,Arrondissement,91833,99275,112295,120328,126281,129440
Compiègne,Arrondissement,141352,152883,166072,173943,179781,179768
Senlis,Arrondissement,209657,232230,251392,262630,272209,277038
Orne,Department,293523,295472,293204,292337,292609,290015
Alençon,Arrondissement,101660,101992,101492,101487,101666,100033
Argentan,Arrondissement,122366,122675,120743,119446,118509,118095
Mortagne-au-Perche,Arrondissement,69497,70805,70969,71404,72434,71887
Paris,Department,2299830,2176243,2152423,2125246,2193030,2240621
Paris,City,2299830,2176243,2152423,2125246,2193030,2240621
Pas-de-Calais,Department,1402295,1412413,1433203,1441568,1456726,1463628
Arras,Arrondissement,237375,241503,248223,251082,258346,262825
Béthune,Arrondissement,279516,277201,282966,279783,282870,285220
Boulogne-sur-Mer,Arrondissement,157706,158180,158703,163159,162469,162271
Calais,Arrondissement,111111,113001,114702,118311,118495,117810
Lens,Arrondissement,386794,379514,374669,368921,363546,359567
Montreuil,Arrondissement,100390,103420,105751,106789,112647,112381
Saint-Omer,Arrondissement,129403,139594,148189,153523,158353,163554
Puy-de-Dôme,Department,580033,594365,598213,604266,626639,638092
Ambert,Arrondissement,32967,30909,29021,28014,27422,26847
Clermont-Ferrand,Arrondissement,325559,338112,343049,352752,366262,372347
Issoire,Arrondissement,61404,60046,58157,57549,60578,62262
Riom,Arrondissement,102432,106911,110173,109659,115380,119613
Thiers,Arrondissement,57671,58387,57813,56292,56997,57023
Pyrénées-Atlantiques,Department,534748,555696,578516,600018,643090,660871
Bayonne,Arrondissement,211568,221085,235274,248840,268739,282964
Oloron-Sainte-Marie,Arrondissement,76784,75565,74447,73117,74064,74625
Pau,Arrondissement,246396,259046,268795,278061,300287,303282
Pyrénées-Orientales,Department,299506,334557,363796,392803,437157,457793
Céret,Arrondissement,51938,55546,61056,66624,70734,72338
Perpignan,Arrondissement,211453,242198,265223,287272,323878,342661
Prades,Arrondissement,36115,36813,37517,38907,42545,42794
Rhône,Department,1429647,1445208,1508966,1578869,1677073,1762866
Lyon,Arrondissement,1280202,1290342,1346037,1406043,1489152,1563131
Villefranche-sur-Saône,Arrondissement,149445,154866,162929,172826,187921,199735
Saône-et-Loire,Department,569810,571852,559413,544893,551842,555039
Autun,Arrondissement,104589,105439,101093,94988,90083,87762
Chalon-sur-Saône,Arrondissement,189237,193221,193573,193091,197331,198990
Charolles,Arrondissement,119562,115878,109134,102205,100942,100095
Louhans,Arrondissement,52430,51021,49381,48520,52734,55388
Mâcon,Arrondissement,103992,106293,106232,106089,110752,112804
Sarthe,Department,490385,504768,513654,529851,556946,567382
La Flèche,Arrondissement,122124,127980,131148,136933,148541,152553
Le Mans,Arrondissement,238238,244182,248528,255080,260636,263803
Mamers,Arrondissement,130023,132606,133978,137838,147769,151026
Savoie,Department,305118,323675,348261,373258,405535,421105
Albertville,Arrondissement,86239,89889,97279,101394,109079,112294
Chambéry,Arrondissement,176466,191463,209789,230257,252059,264843
Saint-Jean-de-Maurienne,Arrondissement,42413,42323,41193,41607,44397,43968
Seine-et-Marne,Department,755762,887112,1078166,1193767,1289524,1353946
Fontainebleau,Arrondissement,115229,120845,134111,144849,148250,147922
Meaux,Arrondissement,163067,183991,220593,246103,264099,280607
Melun,Arrondissement,189002,227162,284972,312257,335376,349580
Provins,Arrondissement,115940,123460,136283,146975,155851,161849
Torcy,Arrondissement,172524,231654,302207,343583,385948,413988
Seine-Maritime,Department,1172743,1193108,1223429,1239138,1244611,1253931
Dieppe,Arrondissement,214605,220012,224710,227169,232927,235360
Le Havre,Arrondissement,394093,396020,403517,403298,396022,395085
Rouen,Arrondissement,564045,577076,595202,608671,615662,623486
Seine-Saint-Denis,Department,1322127,1324301,1381197,1382861,1502340,1538726
Bobigny,Arrondissement,530216,513558,523849,529237,574202,585188
Le Raincy,Arrondissement,422402,448778,497268,506374,537975,542171
Saint-Denis,Arrondissement,369509,361965,360080,347250,390163,411367
Somme,Department,538462,544570,547825,555551,565910,571154
Abbeville,Arrondissement,135501,133028,131494,131215,134832,134733
Amiens,Arrondissement,274323,281794,287194,293819,297163,300040
Montdidier,Arrondissement,47133,48278,49643,51644,54004,56299
Péronne,Arrondissement,81505,81470,79494,78873,79911,80082
Tarn,Department,338024,339345,342723,343402,369189,378947
Albi,Arrondissement,160922,161127,162749,164990,180032,186515
Castres,Arrondissement,177102,178218,179974,178412,189157,192432
Tarn-et-Garonne,Department,183314,190485,200220,206034,231763,246971
Castelsarrasin,Arrondissement,65360,65078,68412,68656,73376,75975
Montauban,Arrondissement,117954,125407,131808,137378,158387,170996
Territoire de Belfort,Department,128125,131999,134097,137408,142444,143940
Belfort,Arrondissement,128125,131999,134097,137408,142444,143940
Val-de-Marne,Department,1215713,1193655,1215538,1227250,1302889,1341831
Créteil,Arrondissement,621994,616364,628251,625868,671020,692809
L' Haÿ-les-Roses,Arrondissement,247387,231499,232828,236803,249862,258623
Nogent-sur-Marne,Arrondissement,346332,345792,354459,364579,382007,390399
Val-d'Oise,Department,840885,920598,1049598,1105464,1160721,1187081
Argenteuil,Arrondissement,188730,192635,204695,209860,227446,234596
Pontoise,Arrondissement,295132,349815,434521,467888,484992,497385
Sarcelles,Arrondissement,357023,378148,410382,427716,448283,455100
Var,Department,626093,708331,815449,898441,995934,1021669
Brignoles,Arrondissement,52763,63273,86556,107054,133837,146109
Draguignan,Arrondissement,156266,186730,231777,264632,303148,312832
Toulon,Arrondissement,417064,458328,497116,526755,558949,562728
Vaucluse,Department,390446,427343,467075,499685,538141,546314
Apt,Arrondissement,79785,89120,106115,116644,123308,126368
Avignon,Arrondissement,226669,244863,259945,269828,290111,291350
Carpentras,Arrondissement,83992,93360,101015,113213,124722,128596
Vendée,Department,450641,483027,509356,539664,607430,648901
Fontenay-le-Comte,Arrondissement,115479,118809,119665,119403,126962,131723
La Roche-sur-Yon,Arrondissement,187056,204788,217052,230386,259378,279975
Les Sables-d'Olonne,Arrondissement,148106,159430,172639,189875,221090,237203
Vienne,Department,357366,371428,380005,399024,421891,430018
Châtellerault,Arrondissement,105363,107872,108636,109202,112276,111839
Montmorillon,Arrondissement,80222,77422,74008,74045,74289,74919
Poitiers,Arrondissement,171781,186134,197361,215777,235326,243260
Vosges,Department,397957,395769,386258,380952,380304,377282
Épinal,Arrondissement,223491,223851,220106,218232,217970,217216
Neufchâteau,Arrondissement,77386,76826,72842,69322,67358,66306
Saint-Dié-des-Vosges,Arrondissement,97080,95092,93310,93398,94976,93760
Yonne,Department,299851,311019,323096,333221,341418,341902
Auxerre,Arrondissement,166329,172479,176050,178743,182423,180603
Avallon,Arrondissement,51572,50492,49885,50618,49463,48701
Sens,Arrondissement,81950,88048,97161,103860,109532,112598
Yvelines,Department,1082255,1196111,1307150,1354304,1403957,1412356
Mantes-la-Jolie,Arrondissement,205397,226271,254384,264269,273039,277834
Rambouillet,Arrondissement,126423,171988,197764,214219,223170,223529
Saint-Germain-en-Laye,Arrondissement,472060,488255,516593,528320,550528,553262
Versailles,Arrondissement,278375,309597,338409,347496,357220,357731
